Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Wine,Dr. Pepper,Alcoholic,520,7199,2910,4289,8/12/20,Jessica Thompson,Texas,Patriciaside,26112,1-4205-5724-6
Cola,Pepsi,Soft Drink,909,3863,3800,63,10/27/21,Thomas Keller,Texas,North Susan,87736,1-326-54807-7
Coffee,Pepsi,Coffee,477,8916,2240,6676,7/31/22,Daniel Hardy,Arizona,South Jackville,57228,0-231-30925-2
Beer,Coca-Cola,Alcoholic,932,1718,1958,-240,5/30/20,Jacob Sexton,Maine,Lake Susan,24995,0-931623-39-1
Wine,Pepsi,Alcoholic,965,1926,3291,-1365,1/20/22,Dr. Gerald Taylor,Ohio,North Phillip,32851,1-289-97857-3
Herbal Tea,Pepsi,Tea,950,6783,5086,1697,4/17/22,Marc Freeman,Iowa,Lake Jay,67623,1-5230-0580-7
Green Tea,Dr. Pepper,Tea,698,1729,2932,-1203,2/4/20,Gary Salazar,Michigan,Booneport,71881,0-9816317-5-4
Wine,Pepsi,Alcoholic,181,6645,1295,5350,11/6/21,Andrea Wilson,Oklahoma,Andreastad,73122,1-02-147165-8
Beer,Coca-Cola,Alcoholic,339,6470,7704,-1234,1/11/21,Robert Kent,Nevada,Port Drew,51584,0-552-73136-6
Lemonade,Dr. Pepper,Soft Drink,112,1235,4604,-3369,1/13/20,Darius Mitchell,Ohio,West Richardville,59387,0-05-174210-1
Energy Drink,Pepsi,Soft Drink,356,5787,1099,4688,7/15/20,Gerald Mcdaniel,Wisconsin,Lake Timothy,86504,1-5225-0917-8
Coffee,Coca-Cola,Coffee,977,5568,962,4606,3/2/20,Kim Johnson,Pennsylvania,Smithland,56415,0-677-12125-3
Herbal Tea,Coca-Cola,Tea,283,4970,1701,3269,2/7/20,Lisa Nguyen,Kentucky,Thomasmouth,4505,1-71797-404-X
Cola,Pepsi,Soft Drink,488,4673,7007,-2334,7/2/20,David Bailey,Utah,Hernandezville,20012,1-77870-143-4
Herbal Tea,Coca-Cola,Tea,788,5635,6777,-1142,10/15/21,Susan Davis,Texas,Paulburgh,67142,1-244-18622-8
Cola,Pepsi,Soft Drink,796,7897,1090,6807,6/9/23,Darryl Lucas,Iowa,Stokesborough,19757,0-7966-2479-8
Lemonade,Pepsi,Soft Drink,758,6201,5609,592,3/23/21,Daniel Decker,New Mexico,Lake Stephenville,24811,1-4708-8798-3
Energy Drink,Coca-Cola,Soft Drink,905,8738,5946,2792,12/26/20,Nancy Sawyer,New Mexico,Russellshire,3522,0-232-45484-1
Cola,Coca-Cola,Soft Drink,678,9247,661,8586,6/15/22,Kimberly Campos,Nebraska,Lynnchester,87562,0-528-59006-5
Energy Drink,Coca-Cola,Soft Drink,518,6297,7975,-1678,4/27/22,Jeremy Rodriguez,Iowa,Rojasberg,78620,0-621-95182-X
Lemonade,Pepsi,Soft Drink,554,1620,2143,-523,9/28/22,Theresa Beck,Kentucky,Deanside,38934,1-08-623529-0
Vodka,Coca-Cola,Alcoholic,181,7620,4825,2795,3/25/22,Olivia Parker,Mississippi,North Alexander,78908,1-935919-75-X
Black Tea,Coca-Cola,Tea,272,1397,5794,-4397,3/24/22,Michael Frost,Idaho,Port Christopher,78113,1-67214-542-2
Cola,Dr. Pepper,Soft Drink,220,4918,4303,615,2/7/23,Melissa Hunt,New Jersey,Lake Dennisside,2880,1-233-05698-0
Energy Drink,Pepsi,Soft Drink,204,8802,7243,1559,7/26/20,Billy Sanchez,Wyoming,Port Carlosside,66507,1-127-67584-2
Lemonade,Coca-Cola,Soft Drink,419,6971,7417,-446,10/25/21,Terry Peters,Pennsylvania,Brandonport,40970,0-922655-00-6
Green Tea,Dr. Pepper,Tea,999,2229,3975,-1746,10/28/20,Haley Hebert,New Hampshire,Travisview,50107,0-444-90355-0
Beer,Pepsi,Alcoholic,168,1781,1419,362,12/16/22,Christopher Robertson,Maryland,Port Katherineburgh,39012,0-19-650316-7
Coffee,Pepsi,Coffee,516,4695,7484,-2789,3/24/23,Joshua Williams,Mississippi,Brookeland,77696,1-05-173821-0
Black Tea,Pepsi,Tea,631,9686,2930,6756,7/11/21,Kimberly Morris,Georgia,East Sonyaborough,41913,0-513-16452-9
Vodka,Coca-Cola,Alcoholic,150,2326,3367,-1041,4/27/23,Jared Ayala,Oklahoma,Masseystad,46387,1-184-88919-8
Energy Drink,Dr. Pepper,Soft Drink,323,3866,2742,1124,5/3/20,Alexandra Foster DDS,Connecticut,Angelastad,7785,1-04-580343-X
Energy Drink,Pepsi,Soft Drink,951,8032,5515,2517,5/17/22,Bryan Marshall,Missouri,North Christopher,66940,0-9979226-8-0
Green Tea,Pepsi,Tea,682,5969,6935,-966,4/30/22,Nancy Jennings,Indiana,Williamschester,39646,0-85721-966-9
Beer,Pepsi,Alcoholic,686,6976,1331,5645,6/23/21,Christopher Daniel,Hawaii,Port Corey,46876,0-435-73375-3
Wine,Coca-Cola,Alcoholic,752,4734,2352,2382,1/31/22,Brandi Johnson,Kansas,Sheriland,83741,0-8013-1069-5
Green Tea,Coca-Cola,Tea,842,3720,2172,1548,11/23/20,David Black,Wyoming,West Lisa,40389,1-297-06621-9
Cola,Pepsi,Soft Drink,264,9012,1856,7156,3/8/23,Thomas Johnson,Tennessee,Wellsport,36217,1-155-76219-3
Lemonade,Pepsi,Soft Drink,752,3817,3634,183,3/16/20,Tyler Greene,Washington,South Anne,59074,0-472-17988-8
Herbal Tea,Dr. Pepper,Tea,699,5447,6137,-690,2/17/23,Rodney Gamble,Rhode Island,South Jordan,98002,1-62852-258-5
Energy Drink,Coca-Cola,Soft Drink,809,8066,3445,4621,5/19/23,Kathryn Clark,Minnesota,Port Robin,84725,1-244-51278-8
Vodka,Pepsi,Alcoholic,342,9704,7894,1810,1/1/21,Derek Phillips,Hawaii,Smithtown,16399,0-665-52993-7
Energy Drink,Coca-Cola,Soft Drink,525,8186,3249,4937,5/29/21,Stephanie Holmes,Indiana,Heatherfurt,2809,1-384-58866-3
Black Tea,Coca-Cola,Tea,496,7976,2170,5806,1/7/20,Jennifer Stevens,Maine,Erichaven,5281,1-03-679532-2
Coffee,Coca-Cola,Coffee,851,4628,5043,-415,1/5/22,Erica Smith,Massachusetts,Patelfort,5041,1-132-73608-0
Black Tea,Pepsi,Tea,456,3168,1259,1909,8/28/21,Crystal Martin DDS,Ohio,Lake Katie,48980,1-68324-064-2
Vodka,Coca-Cola,Alcoholic,519,1709,5129,-3420,3/29/23,Tamara Kim,Massachusetts,Lake Nicholas,46241,1-09-658405-0
Vodka,Dr. Pepper,Alcoholic,162,7453,728,6725,3/29/22,Cindy Collins,Minnesota,Sparksland,7722,0-377-26267-6
Lemonade,Pepsi,Soft Drink,974,8573,3876,4697,11/12/22,Joel Garza MD,Connecticut,Rodriguezview,72426,0-550-49239-9
Energy Drink,Dr. Pepper,Soft Drink,554,9509,4355,5154,4/3/21,Megan Chavez,Missouri,Bartlettville,14815,1-226-30986-0
Energy Drink,Dr. Pepper,Soft Drink,874,2343,5410,-3067,3/6/20,Brandon Richardson II,Alaska,Janiceton,3423,0-210-33901-2
Green Tea,Pepsi,Tea,768,7281,3802,3479,5/24/20,Robert Little,Illinois,New Joanna,96710,0-7294-8555-2
Green Tea,Pepsi,Tea,561,9304,695,8609,9/28/20,Vanessa Vasquez,Wyoming,Alexisport,23176,0-15-329923-1
Cola,Coca-Cola,Soft Drink,388,9810,3763,6047,6/1/20,Danielle Bennett,New Mexico,Amandaport,38713,1-362-35432-5
Coffee,Dr. Pepper,Coffee,346,6740,1604,5136,1/2/20,William Bright,South Carolina,Hillside,52042,1-59879-849-9
Lemonade,Dr. Pepper,Soft Drink,704,9528,5496,4032,5/3/22,Paul Miller,Maine,South Michaelport,41951,0-08-972471-2
Vodka,Coca-Cola,Alcoholic,418,2024,7531,-5507,12/13/20,Caitlin Kelly,Alabama,Port Garyport,85916,1-923383-48-5
Wine,Pepsi,Alcoholic,508,6821,5058,1763,5/24/23,Louis Owens,Wyoming,East Michael,98498,0-02-479746-4
Beer,Coca-Cola,Alcoholic,505,7503,7053,450,3/14/20,Sarah Stone,New Hampshire,Jeffreyland,34246,0-7163-5362-8
Vodka,Dr. Pepper,Alcoholic,509,9329,5731,3598,3/19/23,David Snyder,Illinois,Hansenland,20985,0-09-332232-1
Beer,Dr. Pepper,Alcoholic,352,6013,1800,4213,6/3/20,Casey Ramirez,Louisiana,Jacksonberg,72320,1-4123-7568-1
Vodka,Coca-Cola,Alcoholic,995,8473,2815,5658,12/17/21,Matthew Perez,Minnesota,Lake Jerry,83590,1-79278-099-0
Beer,Coca-Cola,Alcoholic,337,4475,6216,-1741,6/25/22,Jonathan Woodard,Alabama,Michaelfurt,91763,1-75668-948-2
Cola,Coca-Cola,Soft Drink,697,8715,1021,7694,4/14/21,Edward Ramirez,Wisconsin,Brendamouth,99598,1-59717-250-2
Beer,Dr. Pepper,Alcoholic,491,2048,2614,-566,10/4/22,Michele Braun,Washington,North Taratown,98194,0-02-087911-3
Energy Drink,Pepsi,Soft Drink,636,6293,7102,-809,4/24/23,Krista Burke,Louisiana,North Brendachester,83441,0-7185-4265-7
Coffee,Dr. Pepper,Coffee,560,3990,4328,-338,6/3/21,Eugene Allen,North Dakota,Jeffreyburgh,56465,0-653-83293-1
Herbal Tea,Coca-Cola,Tea,902,6209,2474,3735,1/20/22,James Nelson,Nevada,South Diana,67566,0-246-95905-3
Energy Drink,Pepsi,Soft Drink,556,3896,6996,-3100,8/16/20,Mario Buchanan,Minnesota,Michaelland,89195,1-74788-487-1
Green Tea,Coca-Cola,Tea,255,6660,7251,-591,12/23/22,Brooke Haynes,Alaska,Lake Dianefurt,6327,0-604-39276-1
Cola,Pepsi,Soft Drink,796,3157,6588,-3431,2/10/20,Jennifer Hutchinson,Delaware,Kristinborough,89612,1-4647-1575-0
Herbal Tea,Pepsi,Tea,716,9504,2429,7075,6/16/22,Justin Sanford,Montana,New Lisahaven,48597,0-8151-0641-6
Cola,Pepsi,Soft Drink,203,3276,6876,-3600,1/2/20,Rachel Poole,South Carolina,New Sierra,6350,0-664-50639-9
Wine,Dr. Pepper,Alcoholic,453,9948,2555,7393,5/6/21,Stephanie Cooper,Hawaii,Jeffreystad,29897,0-04-943770-4
Vodka,Pepsi,Alcoholic,363,5886,2028,3858,6/25/21,Mr. Juan Johnson,Delaware,Charleston,4930,1-4485-7086-7
Green Tea,Pepsi,Tea,600,3640,1575,2065,11/25/22,Brianna Richardson,Arkansas,Deborahmouth,2791,0-9989933-6-0
Herbal Tea,Coca-Cola,Tea,797,1429,5455,-4026,10/17/20,Taylor Compton,California,Vaughnfurt,42035,0-513-80501-X
Lemonade,Coca-Cola,Soft Drink,635,8213,6171,2042,11/6/20,Jordan Edwards,New Jersey,South Allen,1045,0-914220-38-1
Wine,Dr. Pepper,Alcoholic,243,5429,1255,4174,9/9/21,Abigail Hale,Idaho,Michelleville,60890,0-87994-262-2
Beer,Dr. Pepper,Alcoholic,627,4644,5862,-1218,3/21/23,Mary Walker,Massachusetts,East Hannah,7790,1-07-884013-X
Energy Drink,Coca-Cola,Soft Drink,216,5301,7485,-2184,2/9/20,Robert Alexander,New York,Zacharyburgh,66236,1-4345-8861-0
Herbal Tea,Pepsi,Tea,409,2370,4413,-2043,6/10/20,Elizabeth Scott,Utah,West Ralph,53850,1-68151-892-9
Black Tea,Pepsi,Tea,786,8454,983,7471,1/22/20,Misty Morgan,Rhode Island,New Kristenland,72825,1-210-18191-6
Beer,Coca-Cola,Alcoholic,493,1920,665,1255,6/10/20,Bradley Orr,Pennsylvania,Johnsonbury,24839,1-321-49548-X
Coffee,Dr. Pepper,Coffee,145,1565,5980,-4415,7/31/21,Anthony Hill,West Virginia,Hamiltonport,84743,0-03-588158-5
Energy Drink,Pepsi,Soft Drink,522,1776,6095,-4319,2/11/20,Amy Perry,Hawaii,Stephaniemouth,84554,0-487-51723-7
Coffee,Coca-Cola,Coffee,404,9373,2345,7028,3/12/22,Mary Sanchez,Connecticut,East Patrick,82088,1-9804-6302-6
Coffee,Dr. Pepper,Coffee,206,4448,2823,1625,1/1/22,Sherry Wood,Montana,East Mark,87849,1-06-222305-5
Lemonade,Coca-Cola,Soft Drink,159,5560,1305,4255,6/10/21,James Frazier,New York,Annetteton,39505,0-907149-02-2
Coffee,Dr. Pepper,Coffee,413,1505,6376,-4871,10/28/21,Erin Adams,Wyoming,Ballardstad,83722,0-249-97071-6
Black Tea,Coca-Cola,Tea,847,6274,7017,-743,4/3/23,Kristen Jones,Mississippi,East Marissa,68037,0-17-269544-9
Lemonade,Pepsi,Soft Drink,807,4965,7923,-2958,8/25/22,Wesley Mayo,Illinois,West Heather,43546,0-372-84849-4
Lemonade,Dr. Pepper,Soft Drink,572,4808,6137,-1329,6/15/20,Derek Peterson,Colorado,Darrenmouth,35948,1-994351-99-3
Black Tea,Dr. Pepper,Tea,930,1812,6975,-5163,2/2/22,Ryan Green,Oregon,West Cynthiachester,99687,0-692-03658-X
Wine,Coca-Cola,Alcoholic,342,4035,5061,-1026,2/22/20,Emily Gonzalez,North Carolina,Stokestown,20023,0-9823760-9-X
Energy Drink,Dr. Pepper,Soft Drink,247,7407,7922,-515,12/8/22,Duane Myers,New Jersey,Jeffmouth,20006,0-7235-6660-7
Green Tea,Coca-Cola,Tea,620,8354,7559,795,11/3/22,Kevin Walters,Wisconsin,Morganbury,73180,0-85929-432-3
Coffee,Pepsi,Coffee,285,1860,1610,250,12/11/21,Nicole Haynes,Wyoming,Acostafort,3227,0-15-480464-9
Wine,Pepsi,Alcoholic,453,8610,1606,7004,5/3/23,Brenda Coleman,Kansas,Foxfort,67493,0-917858-19-0
Herbal Tea,Pepsi,Tea,177,3176,2660,516,9/19/20,Brandy Carney,Florida,North Dustinborough,21040,1-150-12489-X
Beer,Dr. Pepper,Alcoholic,524,8361,5277,3084,6/11/22,Yolanda Spencer,Pennsylvania,Nicholefort,96821,0-18-119749-9
Vodka,Coca-Cola,Alcoholic,772,6930,3393,3537,4/21/23,Patrick Brown,Missouri,South Rachelfurt,33160,1-83873-732-4
Vodka,Pepsi,Alcoholic,441,6728,2431,4297,3/10/23,Robert Espinoza,Ohio,Colemouth,97104,0-8026-2240-2
Green Tea,Coca-Cola,Tea,527,7743,917,6826,2/14/22,Anthony Sullivan,New Hampshire,Taylorbury,41926,1-5391-8974-0
Energy Drink,Coca-Cola,Soft Drink,309,4097,3919,178,4/18/21,Lauren Moore,Arizona,Riveraburgh,32482,1-944303-13-8
Wine,Dr. Pepper,Alcoholic,466,7071,5423,1648,2/3/21,Christopher Cruz,Indiana,Sarahstad,72268,0-7307-9492-X
Black Tea,Coca-Cola,Tea,824,8869,1463,7406,4/27/20,Patricia Ayala,Ohio,Port Loretta,73043,1-916918-55-7
Green Tea,Pepsi,Tea,282,6562,1463,5099,11/28/20,Regina Smith,Florida,Lopezmouth,18963,0-16-511227-1
Cola,Pepsi,Soft Drink,956,6774,4705,2069,4/8/23,Mr. Travis Gomez,West Virginia,Bookerport,57071,1-894328-40-X
Beer,Dr. Pepper,Alcoholic,524,2523,2538,-15,6/8/21,Julia Montoya,Connecticut,New Christinamouth,2907,1-4424-5637-X
Lemonade,Pepsi,Soft Drink,621,7374,3821,3553,8/1/21,Hector Mccoy,Connecticut,Lake Raymondtown,20020,1-239-80676-0
Herbal Tea,Pepsi,Tea,912,4514,504,4010,3/1/20,Brian Brown,Arizona,Port Kristen,70827,1-86762-851-1
Black Tea,Coca-Cola,Tea,803,5418,6620,-1202,3/6/22,Gregory Hall,Vermont,North Candacestad,57188,1-333-97009-9
Beer,Dr. Pepper,Alcoholic,635,4531,2197,2334,1/16/20,John Charles,Georgia,Hooperport,20037,0-492-64204-4
Black Tea,Pepsi,Tea,722,1011,7972,-6961,7/9/23,David Cruz,Maine,Luisshire,3043,0-244-18590-5
Black Tea,Pepsi,Tea,748,7759,3358,4401,5/4/22,Micheal Wiggins,Arkansas,Lake Danieltown,59596,0-9621795-8-2
Energy Drink,Coca-Cola,Soft Drink,140,1354,6061,-4707,11/29/20,Heather Torres,Pennsylvania,North Ronald,84008,0-664-71372-6
Cola,Coca-Cola,Soft Drink,978,5423,7767,-2344,1/11/20,Craig Gentry,Iowa,Harrisport,89339,1-70456-555-3
Coffee,Pepsi,Coffee,871,9504,4284,5220,3/29/21,Jessica Briggs,Rhode Island,Lake Andrewland,88088,1-04-475726-4
Vodka,Dr. Pepper,Alcoholic,928,5351,5195,156,2/17/22,James Little,New Hampshire,South Jamie,29456,0-946767-47-5
Black Tea,Coca-Cola,Tea,780,1944,6024,-4080,7/14/23,Tyler Miller,Nevada,Lake Karenstad,19792,0-215-60316-8
Lemonade,Pepsi,Soft Drink,742,3443,1310,2133,9/21/20,Annette Savage,Florida,Lake Brianside,97818,1-167-79000-6
Coffee,Pepsi,Coffee,203,6453,3390,3063,7/15/23,David Green,Virginia,Davishaven,2801,1-01-547002-5
Vodka,Pepsi,Alcoholic,100,9206,1305,7901,2/25/21,Mr. Michael Dunn,Tennessee,South Barry,98259,1-01-454761-X
Beer,Dr. Pepper,Alcoholic,379,6446,2094,4352,2/17/21,Vicki Cowan,Vermont,Port Thomas,47945,1-365-02743-0
Herbal Tea,Dr. Pepper,Tea,652,5275,5069,206,4/11/22,Thomas Donaldson,Rhode Island,Perezside,29528,0-361-17647-3
Green Tea,Pepsi,Tea,315,1769,4003,-2234,10/12/20,Emily Chavez,Illinois,Sherrybury,21605,1-76828-105-X
Wine,Dr. Pepper,Alcoholic,422,1204,6067,-4863,9/9/22,Mr. Robert Bryan MD,Utah,Lake Troy,73101,0-345-38533-0
Energy Drink,Pepsi,Soft Drink,197,5041,4899,142,1/9/22,Gregory Spears DDS,Kentucky,Port Catherinestad,20031,1-62263-989-8
Beer,Coca-Cola,Alcoholic,821,8622,1090,7532,7/5/20,Mariah Walton,Georgia,Reginaberg,29074,1-164-56870-1
Herbal Tea,Coca-Cola,Tea,546,3450,4415,-965,1/6/23,Robert Tucker,Ohio,Jessechester,84532,0-937089-57-5
Wine,Coca-Cola,Alcoholic,439,4219,7019,-2800,5/4/21,Adam Carroll,North Dakota,Fishertown,42662,0-324-25231-5
Herbal Tea,Coca-Cola,Tea,858,2246,2594,-348,6/3/21,Diane Edwards,Pennsylvania,East Amy,5327,0-8332-9516-0
Green Tea,Pepsi,Tea,402,3066,5491,-2425,1/26/23,Dalton Mathis,Massachusetts,New Randyview,44750,0-06-462268-1
Wine,Dr. Pepper,Alcoholic,955,3556,2852,704,11/6/21,James Chapman,Hawaii,Robertsshire,82363,1-7335743-8-7
Wine,Pepsi,Alcoholic,510,4108,5992,-1884,8/7/21,Carrie White,Vermont,Angelicaport,73113,1-83058-626-2
Vodka,Pepsi,Alcoholic,313,2714,2251,463,7/9/20,Stephanie Davis,Wisconsin,North Alexandrabury,87358,1-4469-9788-X
Vodka,Coca-Cola,Alcoholic,624,6630,7291,-661,5/29/23,Kristen Fitzpatrick,California,South Jose,70328,0-207-65731-9
Wine,Coca-Cola,Alcoholic,989,3929,2073,1856,10/2/20,Jennifer Gomez,Maryland,East Benjaminborough,14439,1-4904-1696-X
Black Tea,Dr. Pepper,Tea,318,9622,6111,3511,4/14/20,Mike Williams,Ohio,Rosalesstad,58541,1-151-75928-7
Green Tea,Coca-Cola,Tea,915,6656,7875,-1219,2/9/22,Juan Stafford,Washington,Arroyobury,35615,0-223-95997-9
Green Tea,Coca-Cola,Tea,389,6521,4073,2448,10/24/21,Robert Gregory,Washington,Leeview,1848,1-349-37096-7
Herbal Tea,Coca-Cola,Tea,655,8544,5247,3297,7/3/21,Kevin Clark,Kentucky,Oneillshire,66598,1-08-286884-1
Coffee,Dr. Pepper,Coffee,736,1516,3487,-1971,9/22/20,Justin Keller,West Virginia,Carlton,59900,0-930475-10-0
Green Tea,Coca-Cola,Tea,465,9821,3047,6774,8/28/21,Jennifer Holt,Nevada,Anitahaven,79985,0-685-50932-X
Wine,Dr. Pepper,Alcoholic,216,8193,4076,4117,3/30/21,Eric Taylor,Alaska,West Jessica,82951,1-82996-600-6
Lemonade,Coca-Cola,Soft Drink,842,2663,6248,-3585,11/1/21,Aaron Nichols,Washington,Martinezfurt,28084,1-937009-66-1
Cola,Dr. Pepper,Soft Drink,919,2708,6456,-3748,8/26/22,Elizabeth Mercado,Maryland,Christopherton,47662,0-07-295999-1
Coffee,Dr. Pepper,Coffee,325,3927,3702,225,1/19/23,Heidi Horn,Wisconsin,North Ashley,17458,1-879155-86-9
Beer,Coca-Cola,Alcoholic,438,9748,4576,5172,12/17/21,Kimberly Dixon,Mississippi,Barnettborough,83267,0-305-91724-2
Coffee,Coca-Cola,Coffee,547,8047,4271,3776,12/1/21,Jordan Scott,Texas,Lake Sydney,67766,1-255-22547-5
Beer,Pepsi,Alcoholic,650,7766,2024,5742,3/29/21,John Morales,Arkansas,South Mary,2882,1-01-061955-1
Energy Drink,Dr. Pepper,Soft Drink,354,9116,5721,3395,1/26/23,James Johnson,Illinois,North Robert,32182,1-4787-1360-7
Lemonade,Dr. Pepper,Soft Drink,916,6146,7150,-1004,3/7/23,Jeffrey Adams,Nebraska,East George,30193,0-8054-4763-6
Cola,Dr. Pepper,Soft Drink,133,4024,7256,-3232,2/25/23,Erin Massey,Hawaii,West Debra,97181,0-7133-0711-0
Coffee,Dr. Pepper,Coffee,498,8172,642,7530,5/25/22,Karen Jenkins,Nebraska,Walkermouth,48846,0-517-71081-1
Herbal Tea,Coca-Cola,Tea,638,7933,2551,5382,4/18/22,Valerie Goodman,New Hampshire,New Sean,6271,0-267-87987-3
Lemonade,Dr. Pepper,Soft Drink,708,1855,4219,-2364,10/7/22,Carolyn Nunez,New Hampshire,Amychester,6383,0-9823523-5-2
Cola,Coca-Cola,Soft Drink,177,7659,7380,279,6/18/20,Robert Hobbs,Oregon,Nicholasfort,73085,1-03-042526-4
Black Tea,Dr. Pepper,Tea,699,2974,2969,5,10/9/22,Ernest Hall,Pennsylvania,Rachelton,58309,1-942255-74-8
Black Tea,Dr. Pepper,Tea,737,8325,3816,4509,5/20/21,Jordan Peterson,Wyoming,West Marcus,19780,1-00-151469-6
Cola,Pepsi,Soft Drink,907,3066,1967,1099,6/15/21,Matthew Gill,Virginia,Kimberlyville,57415,1-283-64164-X
Lemonade,Dr. Pepper,Soft Drink,936,7608,5864,1744,12/31/20,Scott Macias,Iowa,Mindystad,52321,0-7384-8387-7
Lemonade,Pepsi,Soft Drink,273,4238,3903,335,5/17/21,Jamie Johnson,South Carolina,Wilsonchester,68020,0-657-97653-9
Black Tea,Coca-Cola,Tea,519,1015,2431,-1416,5/12/23,Garrett Benson,Iowa,Lake Sonya,20030,0-645-35582-8
Green Tea,Pepsi,Tea,864,4513,3730,783,3/18/20,Anne Lowe,Iowa,Michaelburgh,21323,0-05-338521-7
Wine,Coca-Cola,Alcoholic,724,3112,4204,-1092,6/6/21,Lori Flynn,South Carolina,Chadville,84673,0-9745613-5-5
Beer,Coca-Cola,Alcoholic,800,4990,5675,-685,9/11/20,Melissa Nelson,Massachusetts,South Trevorfort,29488,0-04-829812-3
Green Tea,Coca-Cola,Tea,382,1303,3586,-2283,4/11/20,Lindsey Lloyd,South Dakota,Raymondmouth,29488,1-165-46955-3
Black Tea,Pepsi,Tea,670,6112,6211,-99,1/18/20,Emily Pacheco,South Dakota,Joshuachester,65079,1-82746-415-1
Beer,Dr. Pepper,Alcoholic,837,5703,4597,1106,4/22/22,Shirley Baker,Montana,Patriciastad,55399,0-10-379276-7
Beer,Dr. Pepper,Alcoholic,276,1231,2459,-1228,6/19/21,Katherine Smith,Pennsylvania,East Jamie,17066,1-4980-3753-4
Black Tea,Dr. Pepper,Tea,309,9913,3844,6069,3/6/23,Cassandra Weaver,Missouri,New Corey,39672,0-562-38881-8
Cola,Dr. Pepper,Soft Drink,530,6697,2581,4116,1/22/20,Dylan Brown,Arizona,Michaelhaven,96747,1-04-145739-1
Cola,Pepsi,Soft Drink,993,7553,584,6969,5/5/21,Andrew Ford,Louisiana,Hortonbury,34563,1-945954-81-7
Lemonade,Coca-Cola,Soft Drink,964,9782,5181,4601,9/12/22,Kimberly Dixon,Florida,Michaelstad,44494,1-955283-25-7
Green Tea,Coca-Cola,Tea,770,5162,1666,3496,11/24/20,Miguel Campbell,Hawaii,Andersonmouth,97510,1-933551-26-7
Vodka,Coca-Cola,Alcoholic,756,4310,2924,1386,1/31/22,Kathryn Wilson,California,New Katelynland,92378,1-904381-45-6
Wine,Coca-Cola,Alcoholic,529,9797,4311,5486,8/29/21,Alexandra Lane,Alabama,North Bobbyland,19850,1-4489-9898-0
Black Tea,Pepsi,Tea,989,3772,2766,1006,2/7/22,Meredith Guerrero,Utah,Huffmanview,65084,0-09-326241-8
Coffee,Dr. Pepper,Coffee,967,9537,4863,4674,1/31/20,Scott Edwards,Colorado,Alvarezhaven,29657,1-5248-4612-0
Wine,Dr. Pepper,Alcoholic,261,6582,2968,3614,7/10/22,Mercedes Shelton,Idaho,North Debraborough,85406,0-13-813292-5
Cola,Dr. Pepper,Soft Drink,973,5141,3322,1819,3/9/20,Joshua Chang,Iowa,Parrishborough,83519,0-489-57511-0
Coffee,Dr. Pepper,Coffee,141,4565,7620,-3055,3/21/22,Nancy Phillips,South Carolina,Matthewberg,3788,1-4061-4926-8
Herbal Tea,Pepsi,Tea,347,7393,5702,1691,2/10/20,Amy Horton,South Dakota,Lawsonton,73157,0-686-79510-5
Herbal Tea,Dr. Pepper,Tea,415,9406,4409,4997,1/11/23,Jordan Thomas,Minnesota,Deborahbury,68068,1-363-68278-4
Vodka,Coca-Cola,Alcoholic,631,4697,6716,-2019,5/3/23,Michael Lambert,South Carolina,New Davidbury,82499,0-17-838001-6
Lemonade,Pepsi,Soft Drink,180,2702,4838,-2136,3/25/22,Diana Brown,Louisiana,Ellisonburgh,59607,0-655-61884-8
Wine,Pepsi,Alcoholic,754,7649,7590,59,5/7/21,Christopher Williams,Missouri,Jameston,29563,0-11-012465-0
Coffee,Pepsi,Coffee,997,1065,2777,-1712,3/27/21,Justin Ellis Jr.,Oregon,East Joshua,48717,0-7686-0469-9
Cola,Pepsi,Soft Drink,167,3820,6995,-3175,2/6/20,Philip Hebert,Alaska,New Meghan,35263,1-218-00629-3
Black Tea,Pepsi,Tea,308,3978,3173,805,12/18/22,Sabrina Padilla,Oklahoma,Shermanhaven,38979,1-58957-843-0
Green Tea,Coca-Cola,Tea,253,8579,5798,2781,9/17/20,Cassandra Simpson,New York,Markmouth,2136,1-233-69902-4
Energy Drink,Pepsi,Soft Drink,642,8473,2499,5974,4/4/23,Veronica Harrison,South Carolina,East Toddmouth,18069,1-108-52560-1
Herbal Tea,Pepsi,Tea,640,8636,7385,1251,10/15/20,Michael Vincent,Kansas,Nicholasmouth,68001,0-7851-8987-4
Herbal Tea,Coca-Cola,Tea,690,5193,1762,3431,5/21/21,Jason Petersen,Idaho,Jermaineberg,2680,1-375-78329-7
Black Tea,Dr. Pepper,Tea,429,1655,7107,-5452,2/4/23,Angela Blevins,Connecticut,Barberborough,58769,0-486-24902-6
Green Tea,Coca-Cola,Tea,776,3778,6018,-2240,4/3/20,Bryan Jennings,Missouri,Port Kristenville,66325,1-75645-103-6
Beer,Pepsi,Alcoholic,163,7818,7748,70,5/19/21,Luis Lopez,Tennessee,Deborahmouth,96826,0-06-546184-3
Herbal Tea,Pepsi,Tea,926,4167,6628,-2461,11/2/20,Christopher Jones,Oklahoma,Atkinsonmouth,81257,0-667-62128-8
Coffee,Pepsi,Coffee,126,6587,6981,-394,2/10/21,Patricia Rodriguez,Nebraska,North Calvinmouth,88187,1-129-79356-7
